Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BEXLEY,51,Assault,3,1689593536,2023,Qtr 3,July,17,2023,Qtr 3,July,18,2460138,20230712,12,"I pulled up at the oval bus stop heading towards Woolwich. As I pulled up Ic3 male got on the bus . As he typed his oyster card he said something which I didn’t hear . As when he said something I was looking at my accelerator pedal as the rubber was coming off . I thought he must have asked me genral question or direction or something. So I asked sorry did you say something he didn’t hear he had headphones on. Then I went on stairs asked this male sorry sir did you say something. He came up to me running angry held me by my shoulder he had all the. Pressure on my shoulder which left me marks and his nail stabbed me in my shoulder. Which left mark on me. As he approached me he went shutup you  . You we’re looking at your . Now go back down in your little room and drive the  bus as i need to get home. I went sorry first you have no right to touch me i just asked you question if you asked me something. Now you have been rude and assaulted me therefore you need to leave the bus . I then went downstairs and he followed me downstairs started saying come outside you think your big man ill beat you up. You be dead. Then i asked him why did you touch me your not my men or anything to me you have no right. His reply was: Im your man so what i can touch you. Give me your number we meet after work. I told him im not into man. So please. He then said oh you calling me gay i said I never called you gay . You have assaulted me and saying Im your men. Then he started being aggressive. Then saying you can’t look down or outside when I get on your bus. You have to look at me. I said no If I have to cehck my pedals i have too. And I can. He said no and started shouting and saying your useless, your wanker, come out ill  u up. Do this to you. I was scared of my life. This man is crazy. I did code red and everything. People told the male to leave then he left. He got on bus behind me to plumstead swinggate lane hw got off at 15:15 pm as he got off that bus he came next to my bus and showed me Middle finger laughed at me and took pictures of the Bus. I will not let this male travel on my bus in future im scared of him and he abused me also assaulted me. I have now put complaint to police regarding him . He has assault allegations against him.",546224,14,2pm-6pm,2023,Qtr 3,July,12,IRIS,The Oval,1689665334,July,7,173886,5,1899-12-30 14:57:00,53820,1163537,Bus Driver,Wednesday,2023
BEXLEY,51,Assault,3,1690182036,2023,Qtr 3,July,24,2023,Qtr 3,July,24,2460147,20230721,21,A passenger had got on my bus and told me his not paying I told him his got to pay as everyone else has he walked in to the bus a sat down I got out of the cab I know I shouldn’t of and I told him his got to pay and he told me this time he will get off he walked of the bus at this point I thought he had gone but he wasn’t before I could react he had punched me and gone,546427,22,10pm-2am,2023,Qtr 3,July,21,IRIS,High Street,1690183104,July,7,171685,3,1899-12-30 22:30:00,81000,1165948,Bus Driver,Friday,2023
BEXLEY,669,Assault,3,1679949653,2023,Qtr 1,March,27,2023,Qtr 1,March,29,2460031,20230327,27,A FIGHT BROKE OUT ON MY BUS AND ONE OF THE BIYS GOT PUNCHED IN THE NOES AND HIS NOES STARTED TO BLEED PRETTY BADLY. THE BOY TRIED TO CLEAN IT UP HIMSELF.,547435,15,2pm-6pm,2023,Qtr 1,March,27,IRIS,Bexley Lane,1680094072,March,3,172139,0,1899-12-30 15:10:00,54600,1126729,Passenger / Customer,Monday,2023
BEXLEY,89,Assault,3,1669620510,2022,Qtr 4,November,28,2022,Qtr 4,November,30,2459909,20221125,25,"I approached the changeover stop and allowed the passengers to board the bus and the last passenger to board had repeatedly tapped his card on the reader but it was unsuccessful. The driver then said to the passenger please could you give us a few minuets to change over and as he has taken his belongings from the cab the passenger has started shouting abuse at him as he was exiting the passenger grabbed his glasses. The changeover driver was entering the vehicle and intervened to hold back the passenger and he threw glasses and exited the bus. The passenger was described as a white male was described as thin, approx 30 years old wearing dark clothing with a rucksack. Another driver had witnessed the member of the public charging back towards him and stood in-front of him to stop him attacking him again and at this point they both fell. I crossed over the road towards the garage and the member of the public was now on the forecourt walking behind buses to try and attack me when I reported it to allocation.",549666,21,6pm-10pm,2022,Qtr 4,November,25,IRIS,Erith Road,1669805578,November,11,175674,3,1899-12-30 21:10:00,76200,1091053,Bus Driver,Friday,2022
BEXLEY,89,Assault,3,1670322192,2022,Qtr 4,December,6,2022,Qtr 4,December,6,2459915,20221201,1,"I let a wheelchair on in colyers lane the bus was packed with school children but I got her on,I let some passengers on at the front but there was too many as it was blocking my view so I asked for a lady to get off at the time I didn’t realise she was with the woman in the wheelchair all of a sudden I heard shouting from her and she saidShe asked to be let off the next stop I’m not here to be abused like that by anyone",550892,7,6am-10am,2022,Qtr 4,December,1,IRIS,Colyers Lane,1670332404,December,12,176975,5,1899-12-30 07:50:00,28200,1093669,Bus Driver,Thursday,2022
BEXLEY,89,Assault,3,1680074275,2023,Qtr 1,March,29,2023,Qtr 1,March,29,2460032,20230328,28,"Picking a 2 young girls age about 12 up on north end road bus stop she tried to just show me her zip card I asked her politely to tap it on the card machine, which she replied with it doesn’t work ! I ask her to try anyways and it didn’t so I asked her to show me, it had Been snapped half way throw the card, I then asked her to hand it to me and told her she’ll have to order and new one but she can board anyways as we can’t refuse people, she then said how will I get home to which i replied with that if you inform the other driver that your waiting on your new card now you’ll be able to get on that bus too, she was ok with that and took a seat up stairs. About 5 mins later when at colyers walk bus stop before letting people board she comes back down kicking off tell me I need to give the card back Now and started swearing and getting angry too, I tried explaining again and she said her mum told her to come down and talk to me, after a few minutes another passenger got involved and started on me too, I then had to explain to him the hole situation, during this conversation one of the girls punched and hit the driver door in a violent manner. She then said if I fully break it can I have it back at that point I didn’t see a way to settle this calmly and accepted the request but then had to try calm down the other passenger that was annoyed that he was now late. When the girls was jumping off at there bus stop at old Dover road (stop C) the girl then came down from the top of the bus approached the cabin started swearing at me again and took a photo of me,",551094,7,6am-10am,2023,Qtr 1,March,28,IRIS,Colyers Walk,1680074275,March,3,176962,1,1899-12-30 07:18:00,26280,1126893,Bus Driver,Tuesday,2023
BEXLEY,89,Assault,3,1694504699,2023,Qtr 3,September,12,2023,Qtr 3,September,12,2460196,20230908,8,"Passenger and his mother boarded the bus. Mother pays then proceeds to looking for another source of payment for her son. 
The son then tries to be cheeky and push his mum away from paying and towards the seat. I then knocked on my window asking them to come back and that’s when first began being verbally abusive. Effing and blinding calling me a jobs worth. 

Mum paid and they both went to sit down. He then came up to my window a second time shouting abuse. With this not being the first time I actually started laughing and was telling him to go sit down. 

That’s when he called me a and a said I should be shot. I stopped the bus immediately and asked him to repeat himself before kicking him off. Before getting off he punched the window a few times. 


I then switch the bus back on and start to drive when I hear a commotion with his mum and another passenger who she has been abusive to also. So I stopped again and asked her to get off as her son got on the bus again being verbally abuse and aggressive.",540702,20,6pm-10pm,2023,Qtr 3,September,8,IRIS,Old Dover Road,1694504699,September,9,177199,4,1899-12-30 20:55:00,75300,1185795,Bus Driver,Friday,2023
BEXLEY,96,Assault,3,1674718616,2023,Qtr 1,January,26,2023,Qtr 1,January,26,2459965,20230120,20,"Passenger who was assaulted came to report a passenger who was vaping, not being fully aware of  TFLs rules around e-cigarettes, I asked the passenger to stop which he refused. I then advised the passenger who was assaulted to relocate further away from the passenger who was vaping which the passenger accepted and relocated to a seat upstairs. I continued to drive on and 2 minutes later I look up and see the passenger who was vaping, bolt up the stairs to attack the other  passenger",549944,9,6am-10am,2023,Qtr 1,January,20,IRIS,Watling Street,1674718709,January,1,175021,6,1899-12-30 09:46:00,35160,1107804,Passenger / Customer,Friday,2023
BEXLEY,96,Assault,3,1678259862,2023,Qtr 1,March,8,2023,Qtr 1,March,13,2460011,20230307,7,"Passenger walk in with not valid pass, I have informed him he he E no money on this card and he start to to became agressive",551577,18,6pm-10pm,2023,Qtr 1,March,7,IRIS,Crayford Road,1678713687,March,3,174653,1,1899-12-30 18:50:00,67800,1120634,Bus Driver,Tuesday,2023
BEXLEY,96,Assault,3,1687326913,2023,Qtr 2,June,21,2023,Qtr 2,June,22,2460116,20230620,20,I was driving towards Bluewater and  pull into the bus stop a group of young kids got on the bus with lot of alcohol so i ask them to got rid of it before coming on bus but one of them started throwing punches at the door of the cab so ahead driver that was standing out try to stop him but he started attacking the man so I have to do code red .,549392,17,2pm-6pm,2023,Qtr 2,June,20,IRIS,Highland Road,1687445947,June,6,175012,1,1899-12-30 17:01:00,61260,1152836,Passenger / Customer,Tuesday,2023
